Gender;Age;Education_level;Employment_status;Income_group;Country;Household_members_number;Number_vehicles_household;Car_sharing_;Leisure_trips_number;Plan_to_purchase_vehicle;buy_electric
1;38;3;1;3;4;6;3;3;2;3;0
1;35;3;1;3;4;2;1;2;1;3;0
2;20;3;1;3;4;4;1;2;1;5;0
2;38;4;1;3;4;3;1;3;2;4;1
1;43;3;1;3;4;5;2;2;0;2;1
2;60;4;1;3;4;3;2;2;1;4;1
2;37;4;1;2;4;4;2;2;2;3;1
1;45;4;1;4;4;4;2;2;2;3;0
2;36;3;1;4;4;5;3;2;0;3;0
2;27;4;1;2;4;2;2;2;5;4;0
2;48;4;1;3;4;5;2;2;1;4;0
1;45;3;1;3;4;4;2;2;2;3;0
2;54;4;1;3;4;2;1;3;1;3;0
1;41;3;1;6;4;5;1;3;3;5;1
1;40;4;1;2;4;4;1;2;0;3;1
1;51;3;1;3;4;3;1;2;5;2;1
2;62;3;1;3;4;2;2;3;0;3;1
1;47;3;2;3;4;3;2;3;0;2;0
1;33;4;1;2;4;2;3;2;4;4;1
1;46;3;6;3;4;4;1;2;6;3;0
1;48;4;1;3;4;1;1;1;4;3;0
1;45;3;1;3;4;4;1;2;3;2;1
2;40;4;1;3;4;1;1;2;2;4;1
1;29;4;1;3;4;2;1;3;3;2;0
2;44;3;1;4;4;2;1;2;0;4;0
2;43;3;1;3;4;3;1;2;1;3;0
1;36;4;1;4;4;2;2;2;2;2;1
2;25;3;3;3;4;3;1;2;10;3;0
2;64;3;5;4;4;3;1;2;3;4;1
2;40;4;1;3;4;3;2;2;2;4;0
1;26;4;1;2;4;6;2;2;2;1;0
2;48;4;1;3;4;4;2;3;5;4;0
2;46;3;1;4;4;4;1;2;1;3;0
1;52;3;2;5;4;2;1;2;0;5;1
2;44;3;6;2;4;6;2;2;1;1;0
2;28;4;1;3;4;2;1;2;1;3;1
2;26;4;3;3;4;4;1;2;2;5;0
2;58;3;1;4;4;5;2;3;2;3;0
1;27;4;3;3;4;2;2;3;0;5;0
1;36;4;1;3;4;3;1;2;1;3;1
1;47;4;5;3;4;5;1;2;4;4;1
1;46;3;1;3;4;3;1;2;0;2;0
1;37;3;1;3;4;6;2;2;2;1;1
2;23;4;4;2;4;6;3;3;0;3;0
2;46;3;6;4;4;3;2;3;1;3;0
2;29;4;1;3;4;4;3;2;1;3;0
1;30;4;1;3;4;2;2;2;1;3;0
2;60;3;5;3;4;1;1;3;3;4;1
2;65;4;5;3;4;2;2;2;1;4;1
2;50;3;1;4;4;3;1;3;2;5;0
1;36;3;1;3;4;3;1;3;3;5;0
2;43;4;1;2;4;6;2;3;0;3;1
1;42;3;1;4;4;4;1;2;6;4;0
2;26;4;4;3;4;4;1;2;5;3;0
1;35;4;1;2;4;3;3;2;5;1;1
1;57;4;1;3;4;5;2;2;10;4;1
1;38;3;1;3;4;6;1;2;1;4;0
1;28;4;1;2;4;5;3;2;2;2;0
1;35;4;1;4;4;6;4;3;4;3;0
1;63;4;5;5;4;3;1;2;0;4;1
1;51;3;1;5;4;4;2;2;1;4;0
2;33;4;3;6;4;2;1;2;1;3;0
1;53;3;5;4;4;6;2;2;1;4;1
1;23;3;1;3;4;3;2;2;6;2;0
2;45;4;1;4;4;3;2;3;0;3;1
2;28;4;1;4;4;5;2;2;5;4;0
1;54;3;5;5;4;3;3;2;2;4;1
1;59;4;5;4;4;3;1;2;0;3;0
1;52;3;1;3;4;2;1;2;2;3;1
2;62;4;5;3;4;3;1;2;1;3;1
1;47;3;2;3;4;3;1;2;0;1;1
1;50;4;1;3;4;2;1;3;1;3;0
2;43;4;1;6;4;3;2;3;6;4;0
2;49;4;1;6;4;5;1;2;0;5;0
1;37;3;1;3;4;1;1;3;0;3;1
1;57;4;1;3;4;2;1;2;0;1;1
1;41;4;1;3;4;3;1;3;0;3;0
1;30;4;1;4;4;3;2;3;2;1;0
1;54;3;1;3;4;4;3;2;4;5;0
2;42;4;1;3;4;4;1;3;0;5;0
2;60;4;1;3;4;2;1;2;3;5;1
2;53;4;1;3;4;4;2;2;3;3;0
1;55;4;1;3;4;3;3;2;10;3;1
1;48;4;1;4;4;3;2;2;1;3;0
1;52;3;1;4;4;4;1;2;1;4;0
2;62;4;5;4;4;1;1;3;0;4;1
1;42;4;1;3;4;1;1;3;3;5;1
1;29;4;1;3;4;2;1;3;6;5;0
1;65;4;1;4;4;2;1;3;3;3;1
2;38;3;1;3;4;1;1;2;10;3;1
1;22;3;4;3;4;2;1;2;5;4;1
2;46;4;1;2;4;5;3;2;20;4;1
2;29;3;3;3;4;4;2;2;4;2;1
2;48;3;1;3;4;2;2;3;0;4;0
2;64;4;1;3;4;3;2;2;1;3;1
2;26;4;1;2;4;5;2;2;2;3;0
2;46;3;1;3;4;3;1;2;0;3;0
2;57;4;1;3;4;2;2;3;1;3;0
1;49;3;5;3;4;1;0;3;1;5;1
1;54;3;5;5;4;4;1;2;0;4;1
2;49;4;1;3;4;3;2;3;1;3;1
2;50;4;1;3;4;2;2;3;6;5;0
1;36;4;1;3;4;4;3;2;5;4;1
2;56;4;1;4;4;3;2;2;1;3;0
2;56;4;1;3;4;2;1;2;6;3;1
1;46;3;5;3;4;3;1;3;0;2;0
1;40;3;1;3;4;5;1;2;2;3;1
2;52;3;1;3;4;3;1;2;0;4;0
2;21;3;4;3;4;4;1;2;1;4;0
2;38;4;1;3;4;5;1;3;1;4;0
1;34;4;1;3;4;5;3;2;1;3;0
2;46;3;1;3;4;4;1;3;3;3;1
2;53;3;1;4;4;3;0;2;0;5;1
2;55;3;1;2;4;5;3;2;2;3;1
2;28;4;1;3;4;3;1;3;2;5;0
2;57;4;1;3;4;4;3;2;0;3;1
2;45;4;1;3;4;4;2;2;1;4;0
1;44;3;1;2;4;3;1;2;1;3;0
1;29;4;1;3;4;3;1;2;1;2;0
1;45;4;1;3;4;4;2;2;0;5;1
2;36;4;1;2;4;3;1;2;2;3;0
2;23;3;2;3;4;3;2;3;0;2;1
1;39;4;1;3;4;3;1;3;4;2;0
2;45;4;3;3;4;5;1;2;1;1;0
1;42;4;1;6;4;5;2;2;3;3;0
2;63;3;1;3;4;2;1;3;3;5;1
2;52;4;1;3;4;2;1;3;2;5;1
1;41;4;1;3;4;5;2;2;4;3;1
2;46;3;1;3;4;3;2;2;2;3;0
1;39;2;3;3;4;1;1;2;0;3;0
2;46;4;1;2;4;3;2;3;2;3;0
1;45;4;1;3;4;4;1;2;2;3;0
1;34;4;1;3;4;4;2;2;8;3;0
1;50;4;3;4;4;2;0;2;0;4;1
2;37;4;1;2;4;3;2;2;1;4;1
1;35;3;1;3;4;2;1;2;0;3;1
2;28;4;1;3;4;3;2;2;2;1;0
2;57;3;5;3;4;3;3;2;2;2;0
2;53;4;1;3;4;4;2;2;1;5;1
2;60;3;3;4;4;2;1;2;2;3;0
2;43;3;1;4;4;6;2;2;1;1;0
2;57;3;1;3;4;2;2;2;3;4;0
1;20;3;4;2;4;4;1;3;0;3;1
1;21;3;4;3;4;5;1;2;4;2;0
2;49;4;1;3;4;5;3;3;1;3;0
1;56;4;1;3;4;4;2;3;5;3;0
1;27;4;3;4;4;3;1;3;3;3;1
2;51;4;1;3;4;6;1;3;0;3;0
2;63;3;1;3;4;4;2;2;2;1;0
2;57;3;1;3;4;3;3;2;0;4;1
1;29;4;1;4;4;3;1;3;2;2;1
1;48;4;6;3;4;3;2;2;5;2;0
2;59;3;5;3;4;6;3;3;1;5;0
1;48;3;5;5;4;1;1;3;1;4;0
2;37;3;1;4;4;2;1;2;1;2;0
1;44;3;1;3;4;3;2;2;1;1;1
2;48;3;1;3;4;4;1;2;0;1;0
2;49;4;2;3;4;6;3;3;0;3;1
2;26;4;1;3;4;3;1;1;0;4;1
1;42;3;1;3;4;4;2;3;1;4;0
1;30;4;3;4;4;4;2;3;1;4;1
1;40;4;1;3;4;5;2;3;2;4;0
2;41;3;1;4;4;3;2;3;0;4;1
2;40;3;6;3;4;6;1;2;1;3;0
2;42;3;1;3;4;2;2;2;1;5;0
2;45;4;1;3;4;3;0;3;4;3;0
2;42;4;1;3;4;4;2;2;3;1;0
1;38;4;1;3;4;3;1;2;0;3;0
1;25;3;4;3;4;4;1;2;0;4;0
1;48;3;5;3;4;4;1;3;5;4;0
1;28;3;4;3;4;4;1;2;1;3;0
2;48;4;1;2;4;3;2;3;1;4;0
2;41;4;1;3;4;5;2;2;2;2;0
1;29;4;1;4;4;1;1;2;0;5;1
2;42;4;6;2;4;2;1;2;5;2;0
2;20;3;4;3;4;5;1;2;1;3;0
2;48;3;1;3;4;3;1;3;1;4;0
2;31;3;1;3;4;2;2;3;0;3;1
1;33;4;1;3;4;3;1;3;3;4;1
1;40;3;1;3;4;3;2;2;4;3;0
1;37;3;1;3;4;2;2;2;10;4;1
1;45;4;1;2;4;2;1;2;4;1;0
1;49;3;5;3;4;4;2;3;2;4;1
2;22;3;4;4;4;2;2;3;0;3;0
2;23;4;4;3;4;5;2;3;0;3;0
2;33;3;1;4;4;3;1;2;0;3;1
1;47;3;1;3;4;5;1;2;2;3;0
2;44;4;1;6;4;4;2;3;1;1;1
1;41;4;1;4;4;2;2;2;3;4;0
2;43;3;1;3;4;1;1;2;2;2;1
2;26;4;4;3;4;3;3;3;7;3;0
1;47;4;1;2;4;1;1;2;3;3;1
2;43;3;1;3;4;2;1;2;1;4;0
1;31;4;3;6;4;3;2;2;2;3;0
1;30;4;1;3;4;4;1;3;0;4;0
2;36;4;1;2;4;3;2;2;5;2;1
2;41;3;1;2;4;4;1;2;1;1;1
2;46;4;1;3;4;3;1;2;4;3;0
2;33;4;1;3;4;2;3;3;7;1;0
2;42;4;1;2;4;2;2;2;4;3;1
2;48;4;1;4;4;3;1;2;2;3;0
2;38;3;1;4;4;4;2;2;1;4;0
1;42;3;1;3;4;3;2;2;3;3;0
2;36;3;1;3;4;5;2;2;1;3;0
1;46;3;5;3;4;4;1;2;3;3;1
2;45;4;1;2;4;3;1;2;2;4;1
1;36;4;1;3;4;4;2;2;1;4;0
2;49;4;1;3;4;2;1;2;2;5;1
2;48;3;1;2;4;4;4;2;5;3;1
2;39;4;1;3;4;3;1;3;1;4;0
1;40;3;1;4;4;4;1;2;1;3;0
2;31;4;3;3;4;6;3;3;1;4;1
2;26;4;1;3;4;1;0;2;10;4;0
2;30;3;1;3;4;3;3;2;0;2;1
2;36;4;1;2;4;5;1;2;2;3;0
2;38;3;3;6;4;6;4;2;0;4;0
2;32;3;1;2;4;4;2;3;5;3;0
2;41;4;1;3;4;5;2;3;2;4;0
1;43;3;1;4;4;2;0;2;0;1;1
1;37;4;2;4;4;3;2;2;3;2;0
1;20;3;4;3;4;2;1;2;1;4;0
1;37;4;1;3;4;5;2;2;1;4;0
2;23;4;4;3;4;5;3;2;1;1;0
1;28;4;1;3;4;5;3;2;0;4;1
2;38;3;1;3;4;4;1;2;1;3;1
1;26;3;4;4;4;4;1;3;4;2;0
2;27;4;1;3;4;7;2;3;5;3;0
1;47;3;3;3;4;3;2;2;1;2;0
2;37;4;1;3;4;2;2;3;1;1;1
2;43;3;3;6;4;5;2;3;0;4;0
2;47;4;1;2;4;3;3;2;4;3;0
2;26;4;1;1;4;4;2;3;4;4;0
2;40;3;1;3;4;3;1;3;1;3;0
1;44;3;5;3;4;3;1;2;1;3;0
1;48;3;1;3;4;3;1;2;4;3;0
2;35;3;1;3;4;4;1;2;2;2;0
2;41;4;1;3;4;4;3;2;1;4;0
2;35;4;1;3;4;2;1;1;15;3;1
1;46;4;1;4;4;1;1;2;0;4;1
2;46;3;1;4;4;3;2;3;0;4;0
2;29;4;1;3;4;2;1;3;4;4;0
2;46;4;1;3;4;3;3;2;0;5;1
1;44;3;1;3;4;4;1;2;1;5;0
2;34;4;3;3;4;2;1;2;0;5;1
2;35;3;1;2;4;5;4;2;6;2;0
2;23;4;4;4;4;3;1;2;1;3;0
1;34;4;1;3;4;2;2;2;6;5;0
2;46;4;1;3;4;2;1;3;0;2;0
2;24;4;1;3;4;4;1;2;2;3;0
2;46;4;1;3;4;4;3;3;1;3;0
2;20;3;4;3;4;3;2;3;1;4;1
1;45;3;2;4;4;3;1;2;0;3;1
2;47;4;1;3;4;3;1;2;1;3;0
2;39;4;1;3;4;4;1;2;2;5;0
2;42;4;1;3;4;1;1;2;1;3;1
2;42;3;1;3;4;5;3;3;0;4;0
2;31;4;1;3;4;4;2;3;1;3;0
2;37;4;1;3;4;5;3;3;3;4;0
2;28;4;1;2;4;2;1;2;3;3;0
1;35;4;1;2;4;4;1;2;1;5;1
1;42;4;1;3;4;5;1;2;1;4;0
1;27;3;1;2;4;2;2;3;15;2;0
1;33;4;1;2;4;3;1;3;0;3;0
1;47;3;1;4;4;3;1;2;1;4;0
2;35;4;1;3;4;4;1;2;4;4;0
2;43;4;3;4;4;2;1;2;2;3;0
2;34;4;1;3;4;3;1;3;0;4;0
1;43;3;1;3;4;4;1;2;3;4;0
2;41;3;3;4;4;3;1;3;1;4;1
2;31;4;1;2;4;2;1;3;2;3;1
2;44;3;1;3;4;3;1;3;0;3;0
2;44;4;1;3;4;3;2;2;1;4;0
2;30;4;1;3;4;2;2;2;1;4;0
2;45;4;1;4;4;3;2;3;1;3;1
1;46;4;1;4;4;3;1;3;1;4;1
1;26;4;4;3;4;3;2;2;0;4;1
2;25;3;1;2;4;2;1;3;5;3;0
2;28;4;1;3;4;1;0;2;2;3;0
2;27;4;1;3;4;4;0;2;1;3;0
2;28;4;1;3;4;5;2;2;1;3;1
2;28;3;1;3;4;6;3;2;1;3;1
2;28;4;1;4;4;3;1;3;2;3;1
2;27;4;1;3;4;3;1;2;3;5;0
2;28;4;1;5;4;1;1;2;5;3;1
2;29;4;1;4;4;3;1;3;0;1;1
2;26;4;3;3;4;5;1;2;12;4;1
2;26;4;1;4;4;1;0;2;1;3;0
2;27;3;1;3;4;2;2;3;1;3;0
1;23;4;4;2;4;3;2;3;1;4;0
2;29;4;1;2;4;3;3;2;2;2;1
2;27;4;1;3;4;4;3;2;2;4;0
2;28;3;3;3;4;2;1;3;0;5;1
1;23;3;4;4;4;3;1;3;2;4;1
1;25;4;4;3;4;3;2;2;2;3;0
2;23;3;2;3;4;4;3;2;1;3;0
2;21;3;4;3;4;6;3;2;7;3;1
2;21;4;4;4;4;4;1;3;3;3;0
1;28;3;3;4;4;6;3;2;2;3;1
1;22;3;4;2;4;4;2;2;1;4;0
2;27;3;3;4;4;2;1;3;1;5;1
1;29;3;1;4;4;3;1;2;0;5;1
2;23;3;4;4;4;4;2;3;0;4;0
1;25;3;4;4;4;2;1;2;1;4;1
2;22;3;4;3;4;5;1;2;3;3;1
1;21;2;4;4;4;6;1;3;3;1;0
2;28;4;1;2;4;3;1;3;1;4;0
2;22;3;4;3;4;4;1;2;1;5;0
2;25;4;4;3;4;6;3;2;4;2;1
1;29;4;1;3;4;2;1;2;1;1;1
2;28;4;1;3;4;2;2;2;1;5;0
1;29;4;1;2;4;2;1;2;6;2;0
1;26;4;1;4;4;2;0;3;10;1;1
2;25;4;3;3;4;2;0;3;0;1;0
2;27;3;1;3;4;1;0;2;0;4;0
1;28;4;1;3;4;2;1;3;15;4;1
1;28;4;1;4;4;3;1;2;0;3;0
2;27;3;4;3;4;2;1;2;2;4;1
2;29;4;2;3;4;2;1;2;0;4;0
2;27;3;1;2;4;4;2;2;1;2;1
1;23;3;4;3;4;3;1;2;1;3;1
1;26;4;1;3;4;1;0;2;4;1;1
1;28;3;1;2;4;4;3;2;1;4;1
1;25;4;4;3;4;4;1;3;0;5;1
1;28;4;1;3;4;4;1;2;4;4;0
1;26;4;1;3;4;2;0;2;2;3;1
1;27;3;1;3;4;3;1;2;1;3;0
1;26;3;1;2;4;2;2;2;1;3;1
1;24;4;1;3;4;2;1;3;1;3;1
1;27;4;4;2;4;2;1;2;2;3;0
1;27;3;1;3;4;2;2;2;2;3;1
1;25;4;4;1;4;4;1;2;4;1;0
1;25;3;2;3;4;3;1;2;1;3;0
1;22;4;1;4;4;4;2;2;2;3;1
1;28;3;1;2;4;4;3;2;10;3;0
1;40;4;3;3;4;1;1;2;1;2;0
1;43;4;1;3;4;2;1;2;2;4;0
1;27;4;1;4;4;2;1;2;2;4;0
1;27;4;1;3;4;4;2;3;5;4;0
1;25;3;1;2;4;2;1;3;1;3;0
1;24;4;3;4;4;6;1;2;0;4;1
1;18;3;1;3;4;4;3;3;0;2;0
1;17;3;1;3;4;4;2;2;3;3;1
1;43;3;1;4;4;5;1;2;8;3;1
1;21;3;4;3;4;4;2;2;1;3;0
1;22;3;4;3;4;6;2;2;2;3;1
1;27;3;4;2;4;3;2;2;1;4;0
1;18;3;4;3;4;3;1;2;4;1;0
1;28;4;1;3;4;2;1;2;0;3;1
1;27;4;1;4;4;2;1;2;1;3;0
1;20;3;4;3;4;4;1;2;2;4;1
1;18;3;4;2;4;4;2;2;1;3;0
1;25;4;1;2;4;3;1;2;10;4;1
1;35;4;1;4;4;2;1;2;20;4;1
1;27;4;1;3;4;3;3;2;1;3;0
1;23;3;4;3;4;4;1;2;3;3;0
2;20;3;4;3;6;2;1;2;2;3;0
2;23;4;1;3;6;2;2;3;2;3;0
1;34;4;1;3;6;2;1;3;10;2;0
1;47;2;1;2;6;2;2;2;1;3;0
1;29;3;1;3;6;4;2;2;5;4;0
2;21;3;4;2;6;3;3;3;2;3;0
1;35;3;1;3;6;1;1;2;0;3;0
2;63;4;5;4;6;1;1;2;4;4;0
1;28;3;2;5;6;3;1;2;1;3;1
1;55;2;6;4;6;3;2;2;2;1;0
1;60;2;3;4;6;3;1;3;0;4;0
2;58;4;1;3;6;3;2;2;2;3;1
2;25;3;1;3;6;2;1;2;0;4;0
2;43;4;1;3;6;5;2;2;5;4;0
1;26;3;1;2;6;1;1;1;3;3;1
1;62;4;5;5;6;2;0;3;0;4;1
1;44;3;1;3;6;2;1;2;3;4;1
1;29;3;1;3;6;2;1;3;3;2;0
1;62;3;1;4;6;2;1;2;6;3;0
2;23;3;6;3;6;3;1;2;1;4;0
1;47;3;1;3;6;1;1;2;0;3;0
2;19;3;4;4;6;4;3;2;0;4;0
2;51;3;6;4;6;2;0;2;0;3;0
1;44;2;1;3;6;2;1;2;10;2;1
1;57;3;1;3;6;5;2;2;2;2;0
2;47;4;1;3;6;3;2;3;1;3;0
2;28;3;6;4;6;4;2;2;3;1;0
2;30;4;6;3;6;4;3;3;2;4;0
1;23;3;1;3;6;5;3;2;10;3;0
1;47;4;1;3;6;4;2;2;25;3;0
1;39;3;1;4;6;4;2;3;1;3;0
1;36;3;1;3;6;2;1;2;1;5;1
1;60;3;6;3;6;2;2;3;0;2;0
1;25;4;1;3;6;5;4;2;0;3;0
1;26;2;1;4;6;1;0;2;0;5;0
1;60;3;6;3;6;2;1;3;1;1;0
2;24;3;4;3;6;3;2;2;0;4;0
2;61;2;1;5;6;2;2;2;5;2;0
1;27;3;1;4;6;1;1;2;0;2;0
2;64;3;5;3;6;2;1;3;5;3;0
1;27;4;1;4;6;2;3;2;2;4;0
1;25;3;1;3;6;2;1;2;0;2;0
1;18;1;4;3;6;2;2;2;10;4;1
1;61;2;1;3;6;2;2;2;3;1;0
1;59;3;1;2;6;3;2;2;5;2;0
1;48;3;1;3;6;5;1;2;0;2;0
2;59;2;5;3;6;2;2;2;0;4;0
2;38;3;6;3;6;3;2;3;4;3;0
1;57;3;1;3;6;3;1;2;0;4;0
2;63;2;1;3;6;3;4;2;0;4;0
1;21;3;4;2;6;6;3;2;25;2;0
2;46;3;5;2;6;2;2;2;12;1;0
2;32;3;6;3;6;3;2;3;0;3;0
1;63;4;5;5;6;3;1;2;12;4;1
2;38;3;6;3;6;2;1;2;0;2;0
1;49;4;5;2;6;2;1;3;0;2;0
1;31;4;1;3;6;4;1;2;3;1;1
2;50;2;1;3;6;3;2;2;0;4;0
2;33;3;6;4;6;4;2;2;0;4;0
2;48;2;1;4;6;3;2;3;2;3;1
1;60;4;1;4;6;1;1;2;0;2;1
2;59;1;5;5;6;1;1;3;5;3;0
2;62;2;5;4;6;2;1;3;0;4;0
1;57;2;1;3;6;3;2;2;4;3;0
2;40;3;2;3;6;4;1;2;1;3;0
1;37;1;1;3;6;4;1;2;1;4;0
2;40;3;1;3;6;5;1;2;2;4;0
1;60;3;1;5;6;2;1;2;0;3;0
1;29;2;1;3;6;2;1;3;1;1;0
1;49;3;1;3;6;4;2;2;1;2;1
2;60;3;5;2;6;2;1;3;5;4;0
1;45;2;1;2;6;4;1;3;4;4;0
2;29;4;1;3;6;2;1;2;7;4;0
1;26;4;1;3;6;5;2;3;2;4;0
2;48;3;1;3;6;2;1;3;0;5;0
1;55;4;3;3;6;4;1;2;0;1;0
2;58;4;1;3;6;2;1;3;0;3;0
1;30;4;2;3;6;3;2;2;1;4;0
1;33;3;1;2;6;3;4;2;5;1;1
2;49;4;1;3;6;4;2;2;4;4;0
1;20;3;4;2;6;4;2;2;1;2;0
1;64;2;1;4;6;2;1;3;3;4;0
1;48;4;1;3;6;4;1;2;2;4;0
1;47;2;1;4;6;5;3;2;0;3;0
1;24;3;1;3;6;3;3;2;1;1;0
2;23;3;4;3;6;2;2;2;0;4;0
2;33;3;1;3;6;3;1;2;0;3;0
1;39;3;1;3;6;4;4;2;2;4;0
1;33;2;1;3;6;3;2;3;5;3;0
1;47;2;1;4;6;2;1;2;0;5;0
2;62;3;5;4;6;1;0;2;1;4;0
2;49;3;1;3;6;4;2;2;1;3;0
1;59;2;2;3;6;1;2;2;0;4;0
2;27;4;1;3;6;3;1;3;0;4;0
2;26;4;1;3;6;1;1;2;24;4;0
2;34;3;1;3;6;2;1;2;12;2;0
1;27;4;1;3;6;1;1;2;8;1;1
2;25;4;4;4;6;2;0;3;10;3;0
1;37;1;1;3;6;3;1;2;0;3;0
1;43;4;1;3;6;4;2;2;0;2;0
1;38;3;2;4;6;1;1;2;0;3;0
1;61;2;5;3;6;2;2;2;5;4;0
2;55;3;1;2;6;3;3;2;3;5;1
1;64;2;5;4;6;2;1;3;0;5;0
1;64;3;5;3;6;2;1;3;5;5;0
1;57;4;1;2;6;3;1;3;2;3;1
1;27;3;1;3;6;1;1;3;1;4;0
1;43;3;1;3;6;3;2;2;1;4;0
2;60;3;5;3;6;2;1;2;0;4;1
1;56;3;1;3;6;2;1;2;0;4;0
2;52;3;1;3;6;2;1;3;0;4;0
2;45;4;1;2;6;4;2;2;2;2;0
2;41;3;1;4;6;4;1;3;2;4;0
2;43;4;1;3;6;3;0;2;2;2;0
1;33;2;1;3;6;2;1;2;1;4;1
1;26;4;1;3;6;2;3;1;8;4;1
1;43;3;1;3;6;4;1;2;2;3;1
1;34;4;1;3;6;3;1;2;0;4;1
1;60;2;1;4;6;3;2;3;1;4;0
2;39;4;1;3;6;4;2;2;1;3;1
1;44;3;5;3;6;4;2;2;0;4;1
2;31;3;1;4;6;3;1;3;1;4;0
2;39;3;2;3;6;2;1;2;2;5;0
1;47;2;1;4;6;4;2;3;5;2;1
1;44;4;1;3;6;2;1;2;6;3;0
2;39;4;1;3;6;3;2;2;12;4;0
1;49;3;1;3;6;5;1;2;2;5;0
1;63;3;5;3;6;2;2;2;1;5;0
2;22;3;4;6;6;3;1;2;0;5;0
1;61;2;5;3;6;2;1;3;0;4;0
2;60;3;5;4;6;2;1;3;2;4;0
2;42;3;1;3;6;3;2;2;2;2;0
1;26;4;1;4;6;4;1;2;0;4;0
2;21;3;4;2;6;6;2;3;10;3;0
2;42;3;1;3;6;4;1;2;6;4;0
1;44;3;1;3;6;3;3;2;2;3;0
1;53;3;1;3;6;4;2;2;3;2;0
2;29;3;1;3;6;2;1;2;3;3;0
1;57;3;6;4;6;2;2;3;0;3;0
1;26;3;1;4;6;2;2;2;4;3;0
2;35;4;1;3;6;4;2;3;1;4;0
1;61;1;1;4;6;1;1;2;2;3;0
1;46;3;1;3;6;5;3;2;8;5;1
2;56;2;1;5;6;1;1;2;0;4;0
1;31;3;1;2;6;2;2;2;2;3;0
2;53;1;1;3;6;2;1;3;2;4;0
2;38;4;1;2;6;4;2;3;7;4;0
1;39;3;1;3;6;2;2;2;10;1;0
2;39;4;2;3;6;3;1;2;2;4;0
2;54;4;1;2;6;2;2;3;5;4;0
2;22;3;1;3;6;2;2;3;1;2;0
1;25;4;1;3;6;2;0;2;1;1;0
2;21;3;1;3;6;2;2;3;2;4;0
1;64;4;6;3;6;1;1;2;4;5;0
1;56;2;1;5;6;2;1;2;0;4;0
1;47;1;2;3;6;2;0;2;1;4;1
1;23;3;4;3;6;3;2;2;0;3;0
1;33;4;7;3;6;2;1;3;2;4;0
1;64;2;5;4;6;2;1;3;1;1;0
1;49;2;1;3;6;5;2;2;20;3;0
1;46;3;1;3;6;4;2;3;0;2;0
2;45;3;1;4;6;2;1;2;0;3;0
1;61;2;5;4;6;2;2;2;0;5;0
1;37;3;1;2;6;1;2;2;8;2;0
1;56;3;1;3;6;4;4;2;10;2;0
2;24;4;4;3;6;3;1;2;2;4;0
1;41;2;5;2;6;1;1;1;2;1;1
1;46;3;1;4;6;1;1;2;0;3;0
2;58;3;6;3;6;2;1;2;1;3;0
1;50;2;1;3;6;2;1;2;1;1;0
2;53;3;1;2;6;2;2;3;2;4;0
1;28;4;1;3;6;2;0;2;1;4;0
2;30;4;1;3;6;2;2;2;0;4;0
2;59;3;1;3;6;3;1;2;0;4;0
1;30;4;1;4;6;4;2;2;2;1;1
2;59;2;5;3;6;4;4;3;0;3;0
2;20;3;4;3;6;3;2;2;1;4;0
2;24;4;4;3;6;2;2;2;8;2;0
1;60;3;1;3;6;2;2;2;0;4;0
1;58;3;1;3;6;2;1;2;2;3;0
1;49;2;6;2;6;3;2;2;0;3;0
1;55;3;1;3;6;2;2;2;0;3;0
2;58;1;5;5;6;2;2;2;0;4;1
1;52;2;5;3;6;5;1;3;1;5;0
1;62;3;5;2;6;2;1;3;0;4;1
1;53;3;1;2;6;4;2;2;0;3;1
2;48;3;1;3;6;2;1;2;5;3;0
2;30;4;1;3;6;2;0;2;0;2;0
2;24;4;2;3;6;2;2;2;1;3;0
1;49;3;1;5;6;4;2;2;0;3;0
2;59;3;1;3;6;2;1;2;3;4;0
1;30;3;1;3;6;3;1;2;2;4;0
1;45;4;1;3;6;3;1;2;5;4;1
1;60;3;1;3;6;2;2;2;1;3;0
1;63;3;5;3;6;3;1;2;2;3;0
1;25;4;1;3;6;3;2;2;3;2;1
1;41;4;1;4;6;3;1;2;2;4;0
1;60;4;1;3;6;2;1;2;8;3;0
1;39;3;1;4;6;3;2;3;8;2;0
2;64;2;5;3;6;3;0;2;2;5;0
1;44;3;1;3;6;3;2;2;2;3;0
2;46;1;3;4;6;4;3;2;1;4;0
1;60;3;1;3;6;2;2;2;1;3;1
2;27;4;1;4;6;2;1;2;2;4;0
1;49;3;1;3;6;3;3;2;1;3;0
1;56;2;1;4;6;2;2;2;0;1;1
2;34;4;2;3;6;3;2;2;4;4;0
2;61;1;1;3;6;6;2;2;0;1;1
1;22;3;4;3;6;2;0;3;1;3;0
1;62;2;3;3;6;3;1;2;0;4;0
1;49;3;1;3;6;3;1;2;1;4;0
2;45;2;1;4;6;4;2;2;0;3;0
1;40;4;1;3;6;4;2;2;2;1;0
2;54;2;1;4;6;2;1;2;0;3;1
1;54;2;1;3;6;2;2;3;2;4;0
2;62;2;5;3;6;3;2;2;1;4;0
1;44;3;1;3;6;4;3;3;4;3;0
2;48;3;1;4;6;4;3;2;2;4;0
1;26;4;1;3;6;2;2;2;4;4;1
1;42;3;1;4;6;5;1;2;1;4;0
2;55;4;1;2;6;4;3;2;3;3;1
1;52;3;1;3;6;2;1;2;3;3;0
1;22;3;4;3;6;3;2;2;3;3;0
1;51;2;1;4;6;1;1;2;0;4;1
